Type;Component;Input (delta) [%];Speed [m/second];Energy (Well to tank) [J];CO2 (Well to tank) [kg];SOx (Well to tank) [kg];CH4 (Well to tank) [kg];NOx (Well to tank) [kg];PM (Well to tank) [kg];CO2 [kg];SOx [kg];Energy [J];CH4 [kg];NOx [kg];PM [kg];GWP [kg];NPV [EUR];Fuel Consumption [kg]
Cruise groesser 25000 GT Tier I;Propulsion;30;8.025333;9270559341.859385;521.2605120000001;1.5885280000000002;1.826338;1.768307;0.174735;3463.3919479999995;2.4692060000000002;46101138922.05718;0.0;100.365701;1.535005;4035.789911;-2024.564937;1080.28445
Cruise groesser 25000 GT Tier I;Electrical;32;8.1488;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;32;8.1488;9636665297.4703;541.8457400000001;1.65126;1.8984619999999999;1.83814;0.181635;3600.165618;2.566718;47921730420.09145;0.0;104.92298100000001;1.6047040000000001;4195.16829;-2109.482391;1122.9462310000001
Cruise groesser 25000 GT Tier I;Electrical;34;8.272267;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;34;8.272267;10104898994.607042;568.173357;1.731493;1.990706;1.9274529999999999;0.190461;3775.0932299999995;2.691432;50250188275.079926;0.0;110.253694;1.686233;4399.00635;-2213.92492;1177.508806
Cruise groesser 25000 GT Tier I;Electrical;36;8.395733;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;36;8.395733;10705952217.127544;601.9690860000001;1.834485;2.1091159999999998;2.0421;0.20179;3999.640943;2.851522;53239138249.8514;0.0;117.131272;1.7914189999999999;4660.665268;-2348.284295;1247.548641
Cruise groesser 25000 GT Tier I;Electrical;38;8.5192;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;38;8.5192;11402425654.76455;641.1300570000001;1.953827;2.246324;2.174948;0.214917;4259.836731;3.037027;56702599031.45148;0.0;124.00885;1.8966060000000002;4963.863853;-2494.84343;1328.707652
Cruise groesser 25000 GT Tier I;Electrical;40;8.642667;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;40;8.642667;12122075598.814388;681.5941849999999;2.07714;2.388098;2.312218;0.228481;4528.69104;3.2287049999999997;60281313197.71429;0.0;130.886427;2.001792;5277.15196;-2644.365752;1412.567386
Cruise groesser 25000 GT Tier I;Electrical;42;8.766133;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;42;8.766133;12850896643.387905;722.573981;2.202025;2.531678;2.451236;0.242218;4800.971583;3.422826;63905633908.708565;0.0;137.764005;2.106979;5594.4325579999995;-2795.060626;1497.495815
Cruise groesser 25000 GT Tier I;Electrical;44;8.8896;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;44;8.8896;13659864230.882484;768.060218;2.340643;2.691048;2.605542;0.257466;5103.194106;3.638294;67928511683.31424;0.0;144.641583;2.212165;5946.603674;-2956.002477;1591.7636009999999
Cruise groesser 25000 GT Tier I;Electrical;46;9.013067;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;46;9.013067;14498798080.932076;815.231383;2.484396;2.856322;2.765564;0.273279;5416.611736;3.861743;72100407309.17139;0.0;151.51916;2.317352;6311.820124;-3120.775604;1689.523311
Cruise groesser 25000 GT Tier I;Electrical;48;9.136533;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;48;9.136533;15354927744.463537;863.369426;2.631095;3.024983;2.928866;0.28941500000000003;5736.453557;4.089773;76357815206.39996;0.0;158.396738;2.4225380000000003;6684.5224960000005;-3287.747267;1789.2868239999998
Cruise groesser 25000 GT Tier I;Electrical;50;9.26;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;50;9.26;16228253221.476896;912.4743480000001;2.780741;3.197031;3.0954479999999998;0.30587600000000004;6062.719569;4.322382;80700735375.0;0.0;165.274316;2.527725;7064.7107909999995;-3456.917467;1891.054139
Cruise groesser 25000 GT Tier I;Electrical;52;9.383467;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;52;9.383467;17619165447.77336;990.681885;3.0190770000000002;3.471047;3.360757;0.332092;6582.35102;4.692851;87617538925.71436;0.0;175.959347;2.691143;7670.222208;-3724.10206;2053.135066
Cruise groesser 25000 GT Tier I;Electrical;54;9.506933;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;54;9.506933;19051582951.217808;1071.223162;3.264524;3.7532389999999998;3.633982;0.359091;7117.488445;5.074374;94740742163.57144;0.0;186.64437900000001;2.854561;8293.802285;-3996.5932270000003;2220.0525399999997
Cruise groesser 25000 GT Tier I;Electrical;56;9.6304;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;56;9.6304;20525505731.810287;1154.0981769999999;3.517083;4.043607;3.915125;0.386872;7668.131842;5.466952;102070345088.57144;0.0;197.32941;3.017979;8935.451022;-4274.390969;2391.806563
Cruise groesser 25000 GT Tier I;Electrical;58;9.753867;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;58;9.753867;22040933789.55077;1239.30693;3.776755;4.342153;4.204184;0.41543500000000005;8234.281212;5.870585;109606347700.71423;0.0;208.014441;3.181397;9595.168418000001;-4557.495285;2568.397134
Cruise groesser 25000 GT Tier I;Electrical;60;9.877333;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;60;9.877333;23597867124.43928;1326.849422;4.043538;4.648875;4.50116;0.44478100000000004;8815.936555;6.285273;117348750000.0;0.0;218.699473;3.344815;10272.954473;-4845.906175;2749.824253
Cruise groesser 25000 GT Tier I;Electrical;62;10.0008;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;62;10.0008;25196305736.475792;1416.725653;4.3174339999999995;4.963774;4.8060529999999995;0.474909;9413.097872;6.711016000000001;125297551986.4285;0.0;229.384504;3.508234;10968.809187;-5139.623639;2936.08792
Cruise groesser 25000 GT Tier I;Electrical;64;10.124267;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;64;10.124267;26836249625.660328;1508.935622;4.598441;5.286849;5.118863;0.5058189999999999;10025.765161;7.147814;133452753659.99997;0.0;240.069536;3.6716519999999995;11682.732561;-5438.647678;3127.1881350000003
Cruise groesser 25000 GT Tier I;Electrical;66;10.247733;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;66;10.247733;28517698791.992893;1603.4793300000001;4.886561;5.618101;5.43959;0.537512;10653.938423;7.595667;141814355020.7144;0.0;250.75456699999998;3.8350699999999995;12414.724594;-5742.978290999999;3323.124898
Cruise groesser 25000 GT Tier I;Electrical;68;10.3712;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;68;10.3712;30944659200.966526;1739.941282;5.302425;6.096222;5.902519;0.583256;11560.627526;8.242086;153883275012.1143;0.0;265.733051;4.064153;13471.263037;-6178.528234;3605.9349740000002
Cruise groesser 25000 GT Tier I;Electrical;70;10.494667;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;70;10.494667;33819387040.42488;1901.580084;5.795015;6.662555;6.450858;0.63744;12634.598242;9.007767;168178877100.71426;0.0;282.85826099999997;4.326068;14722.729877000002;-6689.278328;3940.922721
Cruise groesser 25000 GT Tier I;Electrical;72;10.618133;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;72;10.618133;36800731161.739456;2069.213655;6.305873;7.249892;7.019532000000001;0.6936329999999999;13748.399777;9.801846000000001;183004666402.4;0.0;299.983471;4.587982;16020.610413;-7213.659633;4288.334304
Cruise groesser 25000 GT Tier I;Electrical;74;10.7416;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;74;10.7416;39888691564.91017;2242.8419940000003;6.835000999999999;7.858233;7.608542999999999;0.751836;14902.032131;10.624322;198360642917.1712;0.0;317.108681;4.849897;17364.904644;-7751.67215;4648.169723
Cruise groesser 25000 GT Tier I;Electrical;76;10.865067;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;76;10.865067;43083268249.93728;2422.4651010000002;7.382397999999999;8.487577;8.217891;0.812049;16095.495304;11.475195;214246806645.02887;0.0;334.233891;5.1118120000000005;18755.612569999998;-8303.315879;5020.428978
Cruise groesser 25000 GT Tier I;Electrical;78;10.988533;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;78;10.988533;46384461216.8204;2608.082978;7.948063;9.137926;8.847575;0.8742709999999999;17328.789296000003;12.354465;230663157585.97144;0.0;351.359102;5.373727;20192.734191;-8868.59082;5405.11207
Cruise groesser 25000 GT Tier I;Electrical;80;11.112;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;80;11.112;49792270465.55982;2799.695623;8.531998;9.809277999999999;9.497595;0.9385030000000001;18601.914108;13.262132000000001;247609695740.00015;0.0;368.484312;5.635642;21676.269507;-9447.496971999999;5802.218997999999
Cruise groesser 25000 GT Tier I;Electrical;82;11.235467;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;82;11.235467;53306695996.155396;2997.303036;9.134201;10.501634;10.167952;1.004744;19914.869738;14.198196;265086421107.1143;0.0;385.609522;5.897557;23206.218518;-10040.034336;6211.7497619999995
Cruise groesser 25000 GT Tier I;Electrical;84;11.358933;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;84;11.358933;57691981867.39364;3243.8767620000003;9.885628;11.365553;11.004421;1.087399;21553.170428999998;15.366214000000001;286893807879.3498;0.0;406.285995;6.213786;25115.282667;-10773.610818000001;6722.760583
Cruise groesser 25000 GT Tier I;Electrical;86;11.4824;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;86;11.4824;63828317019.13816;3588.907637;10.9371;12.574435000000001;12.174892;1.203059;23845.646317;17.000622;317408907224.6002;0.0;434.064994;6.638641000000001;27786.638145999998;-11790.458224;7437.818564
Cruise groesser 25000 GT Tier I;Electrical;88;11.605867;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;88;11.605867;70245185774.35442;3949.7122200000003;12.036643;13.838583999999999;13.398874;1.324006;26242.926865;18.70975;349319059246.72174;0.0;461.843992;7.063496000000001;30580.119448;-12843.172693;8185.566707999999
Cruise groesser 25000 GT Tier I;Electrical;90;11.729333;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;90;11.729333;76942588133.04234;4326.29051;13.184254999999999;15.158;14.676364999999999;1.450241;28745.012073;20.493598000000002;382624263945.7145;0.0;489.622991;7.488352000000001;33495.726573;-13931.754226;8966.005013
Cruise groesser 25000 GT Tier I;Electrical;92;11.8528;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;92;11.8528;83920524095.20212;4718.6425070000005;14.379937;16.532681;16.007367000000002;1.581764;31351.901942;22.352165;417324521321.57916;0.0;517.4019900000001;7.913207000000001;36533.45952;-15056.202823;9779.133481
Cruise groesser 25000 GT Tier I;Electrical;94;11.976267;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;94;11.976267;91178993660.83354;5126.768212;15.623689;17.962629;17.39188;1.7185740000000003;34063.596471;24.285453;453419831374.3145;0.0;545.180989;8.338061999999999;39693.318289999996;-16216.518483000002;10624.952112
Cruise groesser 25000 GT Tier I;Electrical;96;12.099733;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;96;12.099733;98717996829.93668;5550.667624000001;16.915512;19.447843;18.829902;1.860672;36880.09566;26.293460999999997;490910194103.9213;0.0;572.959987;8.762917;42975.302883;-17412.701206;11503.460905
Cruise groesser 25000 GT Tier I;Electrical;98;12.2232;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;98;12.2232;106537533602.5116;5990.340743;18.255404000000002;20.988323;20.321435;2.008058;39801.39951;28.376188;529795609510.3997;0.0;600.7389860000001;9.187773;46379.413298;-18644.750993;12414.65986
Cruise groesser 25000 GT Tier I;Electrical;100;12.346667;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;35.224705;0.796385;2197.0562609999997;-945.92089;588.099423
Cruise groesser 25000 GT Tier I;Propulsion;100;12.346667;114637603978.55838;6445.78757;19.643366;22.58407;21.866477;2.160731;42827.50802;30.533634999999997;570076077593.7501;0.0;628.517985;9.612627999999999;49905.649536000004;-19912.667844;13358.548977
Cruise groesser 25000 GT  Tier II;Propulsion;-100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Cruise groesser 25000 GT  Tier II;Electrical;-100;0.0;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-98;0.12346700000000001;2842956.226313;0.159852;0.000487;0.00056;0.000542;5.4000000000000005e-05;1.062101;0.0007570000000000001;14137606.492285999;0.0;0.022808000000000002;0.000414;1.237636;-0.555761;0.331285
Cruise groesser 25000 GT  Tier II;Electrical;-98;0.12346700000000001;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-96;0.24693299999999999;5685731.20839;0.319695;0.000974;0.00112;0.001085;0.00010700000000000001;2.124135;0.0015140000000000002;28274311.683429;0.0;0.045617000000000005;0.000828;2.475192;-1.1114979999999999;0.66255
Cruise groesser 25000 GT  Tier II;Electrical;-96;0.24693299999999999;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-94;0.3704;8528324.94623;0.47952700000000004;0.0014609999999999998;0.00168;0.001627;0.000161;3.1861;0.0022719999999999997;42410115.573428996;0.0;0.068425;0.001242;3.7126699999999997;-1.667213;0.993793
Cruise groesser 25000 GT  Tier II;Electrical;-94;0.3704;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-92;0.493867;11370737.439833;0.6393479999999999;0.001948;0.00224;0.002169;0.00021400000000000002;4.247998;0.003029;56545018.162286;0.0;0.09123400000000001;0.001656;4.950069;-2.222904;1.325015
Cruise groesser 25000 GT  Tier II;Electrical;-92;0.493867;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-90;0.617333;14212968.6892;0.79916;0.002435;0.0028;0.002711;0.000268;5.309829;0.003786;70679019.45;0.0;0.114042;0.002071;6.187389;-2.778572;1.656216
Cruise groesser 25000 GT  Tier II;Electrical;-90;0.617333;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-88;0.7408;17055018.69433;0.9589610000000001;0.0029219999999999997;0.00336;0.0032530000000000002;0.000321;6.3715910000000004;0.004543;84812119.436571;0.0;0.136851;0.0024850000000000002;7.4246300000000005;-3.3342169999999998;1.987396
Cruise groesser 25000 GT  Tier II;Electrical;-88;0.7408;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-86;0.864267;19896887.455224;1.118753;0.003409;0.00392;0.003795;0.000375;7.433286;0.0053;98944318.122;0.0;0.159659;0.0028989999999999997;8.661792;-3.8898379999999997;2.318555
Cruise groesser 25000 GT  Tier II;Electrical;-86;0.864267;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-84;0.987733;22738574.971881;1.278534;0.003896;0.00448;0.004337;0.000429;8.494913;0.006056000000000001;113075615.50628601;0.0;0.18246800000000002;0.0033130000000000004;9.898875;-4.445437;2.649692
Cruise groesser 25000 GT  Tier II;Electrical;-84;0.987733;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-82;1.1112;36652940.048753;2.0609040000000003;0.006281;0.007220999999999999;0.006991;0.000691;13.693185999999999;0.009762;182269722.762;0.0;0.294171;0.005340999999999999;15.956272;-7.166110000000001;4.2711120000000005
Cruise groesser 25000 GT  Tier II;Electrical;-82;1.1112;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-80;1.234667;56096625.24948101;3.1541740000000003;0.009612;0.011051;0.0107;0.001057;20.957161;0.014941;278960332.19999903;0.0;0.450321;0.008176000000000001;24.42077;-10.968423;6.536855999999999
Cruise groesser 25000 GT  Tier II;Electrical;-80;1.234667;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-78;1.358133;75531815.565014;4.2469660000000005;0.012943000000000001;0.01488;0.014407;0.001424;28.217961;0.020118;375608697.813429;0.0;0.606471;0.011011;32.881569;-14.769651000000001;8.80161
Cruise groesser 25000 GT  Tier II;Electrical;-78;1.358133;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-76;1.4816;94958510.995352;5.339281;0.016271;0.018706999999999998;0.018113;0.00179;35.475588;0.025292;472214819.60228497;0.0;0.762621;0.013846;41.338671000000005;-18.569792;11.065374
Cruise groesser 25000 GT  Tier II;Electrical;-76;1.4816;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-74;1.605067;114376711.540494;6.431118;0.019599000000000002;0.022533;0.021817;0.002156;42.730041;0.030463999999999998;568778697.566572;0.0;0.9187709999999999;0.016682;49.792074;-22.368847;13.328148
Cruise groesser 25000 GT  Tier II;Electrical;-74;1.605067;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-72;1.728533;133786417.20044099;7.5224779999999996;0.022925;0.026356;0.025519;0.002522;49.981321;0.035634;665300331.7062861;0.0;1.074922;0.019517;58.241779;-26.166816;15.589932000000001
Cruise groesser 25000 GT  Tier II;Electrical;-72;1.728533;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-70;1.852;153187627.975193;8.61336;0.026249;0.030179;0.02922;0.0028870000000000002;57.229427;0.040801;761779722.0214291;0.0;1.231072;0.022352;66.687787;-29.963699;17.850726
Cruise groesser 25000 GT  Tier II;Electrical;-70;1.852;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-68;1.9754669999999999;172580343.86475;9.703764;0.029572;0.033999;0.032919;0.0032530000000000002;64.47435899999999;0.045967;858216868.512;0.0;1.387222;0.025187;75.130096;-33.759495;20.110529999999997
Cruise groesser 25000 GT  Tier II;Electrical;-68;1.9754669999999999;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-66;2.098933;205172910.377839;11.536363;0.035157;0.04042;0.039136000000000004;0.003867;76.65062900000001;0.054648;1020294946.137999;0.0;1.6498119999999998;0.029955000000000002;89.318749;-40.140240000000006;23.908493
Cruise groesser 25000 GT  Tier II;Electrical;-66;2.098933;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-64;2.2224;264126828.35896403;14.851195;0.045259;0.052034000000000004;0.050381;0.004978;98.675247;0.07035;1313464178.1794279;0.0;2.12528;0.038587;114.983395;-51.685978000000006;30.778305
Cruise groesser 25000 GT  Tier II;Electrical;-64;2.2224;5046828725.026279;283.770637;0.864783;0.994246;0.9626540000000001;0.095124;1885.4467489999997;1.344219;25097142857.14286;0.0;29.404971000000003;0.796385;2197.0562609999997;-899.363526;588.099423
Cruise groesser 25000 GT  Tier II;Propulsion;-62;2.3458669999999997;323001984.458555;18.161599;0.055347;0.06363300000000001;0.061611;0.0060880000000000005;120.67043999999999;0.086031;1606241738.876287;0.0;2.600749;0.04722;140.613754;-63.221647;37.638939
