Type;Input (delta) [%];Speed [m/second];CO2 (Well to tank) [kg];SOx (Well to tank) [kg];CH4 (Well to tank) [kg];PM (Well to tank) [kg];Energy (Well to tank) [J];NOx (Well to tank) [kg];GWP [kg];NOx [kg];PM [kg];CH4 [kg];SOx [kg];CO2 [kg];Energy [J];NPV [EUR];Fuel Consumption [kg]
MPV_12000_-_20000_t_dwt__Tier_II;-24;3.91;121.286;0.37;0.425;0.040999999999999995;2157052821.81;0.41100000000000003;939.038;16.241;0.326;0.0;0.575;805.8539999999999;10726708943.164;-413.42900000000003;251.358
MPV_12000_-_20000_t_dwt__Tier_II;-22;4.013;126.802;0.386;0.444;0.043;2255164513.905;0.43;981.75;17.059;0.34;0.0;0.601;842.508;11214604072.291;-432.86300000000006;262.791
MPV_12000_-_20000_t_dwt__Tier_II;-20;4.1160000000000005;132.306;0.40299999999999997;0.46399999999999997;0.044000000000000004;2353043483.366;0.449;1024.36;17.875999999999998;0.355;0.0;0.627;879.074;11701341905.713999;-452.267;274.197
MPV_12000_-_20000_t_dwt__Tier_II;-18;4.218;141.237;0.43;0.495;0.047;2511883548.298;0.479;1093.508;19.206;0.379;0.0;0.669;938.416;12491230371.963999;-483.792;292.70599999999996
MPV_12000_-_20000_t_dwt__Tier_II;-16;4.321000000000001;150.13299999999998;0.45799999999999996;0.526;0.05;2670106879.37;0.509;1162.388;20.537;0.40399999999999997;0.0;0.711;997.5260000000001;13278051910.713999;-515.238;311.144
MPV_12000_-_20000_t_dwt__Tier_II;-14;4.4239999999999995;158.995;0.485;0.557;0.053;2827713476.581;0.539;1231.0;21.866999999999997;0.428;0.0;0.753;1056.407;14061806521.963999;-546.604;329.509
MPV_12000_-_20000_t_dwt__Tier_II;-12;4.527;167.822;0.511;0.588;0.055999999999999994;2984703339.9309998;0.569;1299.343;23.198;0.452;0.0;0.795;1115.057;14842494205.713999;-577.8919999999999;347.80300000000005
MPV_12000_-_20000_t_dwt__Tier_II;-10;4.63;176.615;0.5379999999999999;0.619;0.059000000000000004;3141076469.42;0.599;1367.4170000000001;24.528000000000002;0.47600000000000003;0.0;0.8370000000000001;1173.476;15620114961.963999;-609.102;366.025
MPV_12000_-_20000_t_dwt__Tier_II;-8;4.7330000000000005;185.373;0.565;0.649;0.062;3296832865.0490003;0.629;1435.224;25.859;0.5;0.0;0.878;1231.665;16394668790.713999;-640.232;384.175
MPV_12000_-_20000_t_dwt__Tier_II;-6;4.836;194.09599999999998;0.5920000000000001;0.68;0.065;3451972526.818;0.6579999999999999;1502.761;27.189;0.524;0.0;0.919;1289.624;17166155691.963999;-671.283;402.25300000000004
MPV_12000_-_20000_t_dwt__Tier_II;-4;4.939;202.78400000000002;0.618;0.71;0.068;3606495454.726;0.688;1570.03;28.52;0.5479999999999999;0.0;0.961;1347.352;17934575665.714;-702.2560000000001;420.26
MPV_12000_-_20000_t_dwt__Tier_II;-2;5.042;211.438;0.644;0.741;0.071;3760401648.773;0.7170000000000001;1637.031;29.85;0.573;0.0;1.002;1404.85;18699928711.964;-733.15;438.194
MPV_12000_-_20000_t_dwt__Tier_II;0;5.144;220.05700000000002;0.6709999999999999;0.7709999999999999;0.07400000000000001;3913691108.959;0.747;1703.763;31.180999999999997;0.597;0.0;1.042;1462.1170000000002;19462214830.714;-763.9639999999999;456.05699999999996
MPV_12000_-_20000_t_dwt__Tier_II;2;5.247000000000001;233.165;0.711;0.8170000000000001;0.078;4146813128.45;0.7909999999999999;1805.249;33.215;0.634;0.0;1.105;1549.21;20621496618.363;-810.915;483.222
MPV_12000_-_20000_t_dwt__Tier_II;4;5.35;246.192;0.75;0.863;0.083;4378494130.396;0.835;1906.1070000000002;35.248000000000005;0.6709999999999999;0.0;1.166;1635.763;21773612436.021;-857.681;510.219
MPV_12000_-_20000_t_dwt__Tier_II;6;5.452999999999999;259.138;0.79;0.9079999999999999;0.087;4608734114.797;0.879;2006.339;37.282;0.708;0.0;1.228;1721.779;22918562283.691;-904.263;537.049
MPV_12000_-_20000_t_dwt__Tier_II;8;5.556;272.002;0.8290000000000001;0.953;0.091;4837533081.652;0.9229999999999999;2105.9429999999998;39.316;0.7440000000000001;0.0;1.288;1807.256;24056346161.371002;-950.66;563.711
MPV_12000_-_20000_t_dwt__Tier_II;10;5.659;284.786;0.868;0.998;0.095;5064891030.963;0.966;2204.919;41.35;0.7809999999999999;0.0;1.349;1892.195;25186964069.063;-996.8739999999999;590.2040000000001
MPV_12000_-_20000_t_dwt__Tier_II;12;5.7620000000000005;297.48900000000003;0.907;1.042;0.1;5290807962.729;1.0090000000000001;2303.269;43.383;0.818;0.0;1.409;1976.595;26310416006.764;-1042.903;616.53
MPV_12000_-_20000_t_dwt__Tier_II;14;5.865;310.111;0.945;1.087;0.10400000000000001;5515283876.951;1.052;2400.991;45.417;0.855;0.0;1.469;2060.4570000000003;27426701974.477;-1088.748;642.688
MPV_12000_-_20000_t_dwt__Tier_II;16;5.968;322.651;0.983;1.13;0.10800000000000001;5738318773.627;1.095;2498.085;47.451;0.892;0.0;1.528;2143.781;28535821972.2;-1134.4080000000001;668.678
MPV_12000_-_20000_t_dwt__Tier_II;18;6.07;335.111;1.021;1.1740000000000002;0.11199999999999999;5959912652.758;1.137;2594.553;49.485;0.929;0.0;1.587;2226.5660000000003;29637775999.934;-1179.885;694.5
MPV_12000_-_20000_t_dwt__Tier_II;20;6.172999999999999;347.49;1.0590000000000002;1.217;0.11599999999999999;6180065514.344;1.179;2690.393;51.518;0.966;0.0;1.646;2308.813;30732564057.679;-1225.177;720.154
MPV_12000_-_20000_t_dwt__Tier_II;22;6.276;366.472;1.117;1.284;0.12300000000000001;6517666093.21;1.2429999999999999;2837.362;54.663000000000004;1.023;0.0;1.736;2434.937;32411402476.434;-1294.853;759.4939999999999
MPV_12000_-_20000_t_dwt__Tier_II;24;6.379;385.26099999999997;1.1740000000000002;1.35;0.129;6851820826.353001;1.307;2982.8309999999997;57.808;1.08;0.0;1.825;2559.774;34073105207.2;-1364.088;798.432
MPV_12000_-_20000_t_dwt__Tier_II;26;6.482;403.856;1.2309999999999999;1.415;0.135;7182529713.774;1.37;3126.8;60.953;1.137;0.0;1.913;2683.324;35717672249.977005;-1432.8829999999998;836.9689999999999
MPV_12000_-_20000_t_dwt__Tier_II;28;6.585;422.181;1.287;1.479;0.142;7508434842.329;1.432;3268.677;64.098;1.194;0.0;2.0;2805.079;37338350900.842995;-1501.0629999999999;874.947
MPV_12000_-_20000_t_dwt__Tier_II;30;6.688;440.26800000000003;1.3419999999999999;1.5430000000000001;0.14800000000000002;7830125229.568001;1.494;3408.72;67.243;1.252;0.0;2.086;2925.26;38938070258.125;-1568.705;912.433
MPV_12000_-_20000_t_dwt__Tier_II;32;6.791;458.151;1.396;1.605;0.154;8148167074.278001;1.554;3547.1740000000004;70.388;1.3090000000000002;0.0;2.17;3044.077;40519645945.771;-1635.88;949.4939999999999
MPV_12000_-_20000_t_dwt__Tier_II;34;6.894;475.829;1.45;1.6669999999999998;0.16;8462560376.457;1.614;3684.04;73.533;1.3659999999999999;0.0;2.254;3161.531;42083077963.782005;-1702.588;986.13
MPV_12000_-_20000_t_dwt__Tier_II;36;6.996;493.301;1.5030000000000001;1.7280000000000002;0.165;8773305136.105999;1.673;3819.3179999999998;76.678;1.423;0.0;2.3369999999999997;3277.623;43628366312.157005;-1768.83;1022.34
MPV_12000_-_20000_t_dwt__Tier_II;38;7.099;510.56800000000004;1.556;1.7890000000000001;0.171;9080401353.226;1.732;3953.008;79.82300000000001;1.48;0.0;2.419;3392.3509999999997;45155510990.895996;-1834.606;1058.126
MPV_12000_-_20000_t_dwt__Tier_II;40;7.202000000000001;527.631;1.608;1.849;0.177;9383849027.815;1.79;4085.1090000000004;82.96799999999999;1.537;0.0;2.499;3505.716;46664512000.0;-1899.915;1093.486
MPV_12000_-_20000_t_dwt__Tier_II;42;7.305;555.109;1.692;1.945;0.18600000000000003;9872554762.092;1.883;4297.859;88.11399999999999;1.63;0.0;2.63;3688.292;49094774308.571;-2005.7839999999999;1150.434
MPV_12000_-_20000_t_dwt__Tier_II;44;7.4079999999999995;583.455;1.778;2.044;0.196;10376683604.952;1.979;4517.323;93.26100000000001;1.724;0.0;2.764;3876.6290000000004;51601733485.714005;-2113.625;1209.1789999999999
MPV_12000_-_20000_t_dwt__Tier_II;46;7.511;613.577;1.87;2.15;0.20600000000000002;10912404474.114;2.081;4750.541;98.40700000000001;1.817;0.0;2.907;4076.77;54265795200.0;-2225.504;1271.606
MPV_12000_-_20000_t_dwt__Tier_II;48;7.614;644.289;1.963;2.2569999999999997;0.21600000000000003;11458611531.848;2.186;4988.323;103.554;1.911;0.0;3.052;4280.827;56982003200.0;-2338.725;1335.255
MPV_12000_-_20000_t_dwt__Tier_II;50;7.7170000000000005;679.867;2.072;2.3819999999999997;0.228;12091360487.042;2.306;5263.781;108.7;2.004;0.0;3.221;4517.215999999999;60128571428.571;-2463.01;1408.9879999999998
MPV_12000_-_20000_t_dwt__Tier_II;52;7.82;715.852;2.182;2.508;0.24;12731346968.467;2.428;5542.389;113.84700000000001;2.0980000000000003;0.0;3.391;4756.309;63311130819.048;-2588.221;1483.565
MPV_12000_-_20000_t_dwt__Tier_II;54;7.922000000000001;752.2439999999999;2.292;2.636;0.252;13378570976.122;2.552;5824.147;118.993;2.191;0.0;3.563;4998.106;66529681371.429;-2714.3559999999998;1558.985
MPV_12000_-_20000_t_dwt__Tier_II;56;8.025;792.08;2.414;2.775;0.266;14087044792.542;2.687;6132.57;124.14;2.285;0.0;3.752;5262.785;70052818285.714;-2848.323;1641.5420000000001
MPV_12000_-_20000_t_dwt__Tier_II;58;8.128;833.7689999999999;2.541;2.9210000000000003;0.27899999999999997;14828480008.123001;2.8280000000000003;6455.342;129.286;2.378;0.0;3.95;5539.778;73739867428.571;-2986.5040000000004;1727.941
MPV_12000_-_20000_t_dwt__Tier_II;60;8.231;876.221;2.67;3.07;0.294;15583485585.387;2.972;6784.022;134.433;2.471;0.0;4.151;5821.840999999999;77494400000.0;-3126.42;1815.92
MPV_12000_-_20000_t_dwt__Tier_II;62;8.334;951.997;2.9010000000000002;3.3360000000000003;0.319;16931150852.914;3.23;7370.706;143.398;2.634;0.0;4.51;6325.315;84196142735.0;-3374.304;1972.9620000000002
MPV_12000_-_20000_t_dwt__Tier_II;64;8.437000000000001;1030.088;3.139;3.609;0.345;18319998400.55;3.4939999999999998;7975.319;152.364;2.7969999999999997;0.0;4.88;6844.175;91102678940.0;-3627.454;2134.802
MPV_12000_-_20000_t_dwt__Tier_II;66;8.54;1110.495;3.384;3.891;0.37200000000000005;19750028228.296;3.767;8597.859;161.329;2.96;0.0;5.26;7378.420999999999;98214008615.0;-3885.868;2301.4410000000003
MPV_12000_-_20000_t_dwt__Tier_II;68;8.642999999999999;1193.218;3.636;4.181;0.4;21221240336.152;4.048;9238.328000000001;170.295;3.123;0.0;5.652;7928.052;105530131760.0;-4149.548;2472.879
MPV_12000_-_20000_t_dwt__Tier_II;70;8.746;1278.256;3.895;4.479;0.428;22733634724.117996;4.336;9896.725;179.26;3.285;0.0;6.055;8493.068000000001;113051048375.0;-4418.4929999999995;2649.117
MPV_12000_-_20000_t_dwt__Tier_II;72;8.847999999999999;1365.61;4.162;4.785;0.45799999999999996;24287211392.192997;4.633;10573.048999999999;188.226;3.448;0.0;6.468999999999999;9073.469000000001;120776758460.0;-4692.7029999999995;2830.153
MPV_12000_-_20000_t_dwt__Tier_II;74;8.951;1455.279;4.435;5.099;0.488;25881970340.377003;4.937;11267.302;197.19099999999997;3.611;0.0;6.894;9669.256;128707262015.0;-4972.179;3015.987
MPV_12000_-_20000_t_dwt__Tier_II;76;9.054;1547.264;4.715;5.421;0.519;27517911568.672;5.249;11979.483;206.157;3.7739999999999996;0.0;7.329;10280.428;136842559040.0;-5256.92;3206.6209999999996
MPV_12000_-_20000_t_dwt__Tier_II;78;9.157;1641.5639999999999;5.003;5.752000000000001;0.55;29195035077.076;5.569;12709.591999999999;215.122;3.9360000000000004;0.0;7.776;10906.985;145182649535.0;-5546.9259999999995;3402.054
MPV_12000_-_20000_t_dwt__Tier_II;80;9.26;1738.18;5.297000000000001;6.09;0.583;30913340865.589;5.897;13457.628999999999;224.088;4.099;0.0;8.234;11548.927;153727533500.0;-5842.196999999999;3602.285
MPV_12000_-_20000_t_dwt__Tier_II;82;9.363;1918.3139999999999;5.846;6.721;0.643;34116989519.319;6.507999999999999;14852.286;240.26;4.393;0.0;9.087;12745.78;169658810804.509;-6388.128000000001;3975.6020000000003
MPV_12000_-_20000_t_dwt__Tier_II;84;9.466000000000001;2105.981;6.417999999999999;7.379;0.706;37454635112.964;7.144;16305.277;256.432;4.687;0.0;9.976;13992.692;186256435339.464;-6951.19;4364.532999999999
MPV_12000_-_20000_t_dwt__Tier_II;86;9.568999999999999;2301.183;7.013;8.062999999999999;0.7709999999999999;40926277646.522995;7.806;17816.601000000002;272.60400000000004;4.98;0.0;10.901;15289.663999999999;203520407104.86603;-7531.384;4769.0779999999995
MPV_12000_-_20000_t_dwt__Tier_II;88;9.672;2503.919;7.631;8.773;0.8390000000000001;44531917119.997;8.494;19386.259;288.776;5.274;0.0;11.860999999999999;16636.697;221450726100.714;-8128.71;5189.238
MPV_12000_-_20000_t_dwt__Tier_II;90;9.774;2714.1890000000003;8.271;9.51;0.91;48271553533.385994;9.208;21014.25;304.948;5.567;0.0;12.857000000000001;18033.789;240047392327.00897;-8743.167;5625.012
MPV_12000_-_20000_t_dwt__Tier_II;92;9.877;2931.994;8.935;10.273;0.983;52145186886.689;9.946;22700.574;321.12;5.861000000000001;0.0;13.889000000000001;19480.941000000003;259310405783.751;-9374.757;6076.401
MPV_12000_-_20000_t_dwt__Tier_II;94;9.98;3157.333;9.622;11.062000000000001;1.058;56152817179.907005;10.710999999999999;24445.232000000004;337.292;6.155;0.0;14.956;20978.153;279239766470.937;-10023.479;6543.404
MPV_12000_-_20000_t_dwt__Tier_II;96;10.083;3390.2070000000003;10.332;11.878;1.136;60294444413.04;11.501;26248.222999999998;353.464;6.4479999999999995;0.0;16.059;22525.425;299835474388.572;-10689.332;7026.022
MPV_12000_-_20000_t_dwt__Tier_II;98;10.186;3630.614;11.064;12.720999999999998;1.217;64570068586.087006;12.315999999999999;28109.548;369.63599999999997;6.742000000000001;0.0;17.198;24122.757999999998;321097529536.652;-11372.318000000001;7524.254
MPV_12000_-_20000_t_dwt__Tier_II;100;10.289000000000001;3878.5570000000002;11.82;13.589;1.3;68979689699.05;13.157;30029.206000000002;385.80800000000005;7.0360000000000005;0.0;18.373;25770.15;343025931915.17896;-12072.435;8038.1
Ro-Pax_bis_25000_GT_Tier_II;-100;0.0;28.377;0.086;0.099;0.01;504682872.503;0.096;219.706;2.94;0.08;0.0;0.134;188.545;2509714285.7139997;-89.936;58.81
Ro-Pax_bis_25000_GT_Tier_II;-98;0.10300000000000001;28.418000000000003;0.087;0.1;0.01;505411850.93;0.096;220.023;2.946;0.08;0.0;0.135;188.817;2513339389.067;-90.079;58.895
Ro-Pax_bis_25000_GT_Tier_II;-96;0.20600000000000002;28.459;0.087;0.1;0.01;506140813.46900004;0.09699999999999999;220.34;2.952;0.08;0.0;0.135;189.08900000000003;2516964413.41;-90.221;58.98
Ro-Pax_bis_25000_GT_Tier_II;-94;0.309;28.5;0.087;0.1;0.01;506869760.12;0.09699999999999999;220.658;2.958;0.08;0.0;0.135;189.362;2520589358.743;-90.363;59.065
Ro-Pax_bis_25000_GT_Tier_II;-92;0.41200000000000003;28.541;0.087;0.1;0.01;507598690.883;0.09699999999999999;220.975;2.964;0.08;0.0;0.135;189.63400000000001;2524214225.067;-90.506;59.15
Ro-Pax_bis_25000_GT_Tier_II;-90;0.514;28.581999999999997;0.087;0.1;0.01;508327605.758;0.09699999999999999;221.292;2.97;0.08;0.0;0.135;189.90599999999998;2527839012.381;-90.648;59.235
Ro-Pax_bis_25000_GT_Tier_II;-88;0.617;28.623;0.087;0.1;0.01;509056504.744;0.09699999999999999;221.61;2.975;0.08;0.0;0.136;190.179;2531463720.686;-90.79;59.32
Ro-Pax_bis_25000_GT_Tier_II;-86;0.72;28.664;0.087;0.1;0.01;509785387.84199995;0.09699999999999999;221.92700000000002;2.9810000000000003;0.08;0.0;0.136;190.451;2535088349.981;-90.93299999999999;59.405
Ro-Pax_bis_25000_GT_Tier_II;-84;0.823;28.705;0.087;0.10099999999999999;0.01;510514255.05300003;0.09699999999999999;222.24400000000003;2.987;0.08;0.0;0.136;190.72299999999998;2538712900.267;-91.075;59.489
Ro-Pax_bis_25000_GT_Tier_II;-82;0.9259999999999999;28.746;0.08800000000000001;0.10099999999999999;0.01;511243106.374;0.098;222.562;2.9930000000000003;0.081;0.0;0.136;190.99599999999998;2542337371.5429997;-91.21700000000001;59.574
Ro-Pax_bis_25000_GT_Tier_II;-80;1.0290000000000001;28.787;0.08800000000000001;0.10099999999999999;0.01;511971941.808;0.098;222.87900000000002;2.9989999999999997;0.081;0.0;0.136;191.268;2545961763.81;-91.36;59.659
Ro-Pax_bis_25000_GT_Tier_II;-78;1.1320000000000001;29.033;0.08800000000000001;0.102;0.01;516344620.76;0.098;224.782;3.034;0.081;0.0;0.138;192.90099999999998;2567706458.21;-92.214;60.169
Ro-Pax_bis_25000_GT_Tier_II;-76;1.235;29.279;0.08900000000000001;0.10300000000000001;0.01;520716727.737;0.099;226.68599999999998;3.069;0.08199999999999999;0.0;0.139;194.535;2589448308.267;-93.068;60.678000000000004
Ro-Pax_bis_25000_GT_Tier_II;-74;1.338;29.524;0.09;0.10300000000000001;0.01;525088262.741;0.1;228.58900000000003;3.1039999999999996;0.083;0.0;0.14;196.168;2611187313.981;-93.92200000000001;61.188
Ro-Pax_bis_25000_GT_Tier_II;-72;1.44;29.77;0.091;0.10400000000000001;0.01;529459225.77099997;0.10099999999999999;230.49200000000002;3.139;0.083;0.0;0.141;197.801;2632923475.352;-94.775;61.696999999999996
Ro-Pax_bis_25000_GT_Tier_II;-70;1.5430000000000001;30.016;0.091;0.105;0.01;533829616.82699996;0.102;232.394;3.174;0.084;0.0;0.142;199.43400000000003;2654656792.381;-95.62899999999999;62.206
Ro-Pax_bis_25000_GT_Tier_II;-68;1.646;30.261999999999997;0.092;0.106;0.01;538199435.909;0.10300000000000001;234.297;3.2089999999999996;0.085;0.0;0.14300000000000002;201.06599999999997;2676387265.067;-96.48299999999999;62.716
Ro-Pax_bis_25000_GT_Tier_II;-66;1.749;30.506999999999998;0.09300000000000001;0.107;0.01;542568683.017;0.10300000000000001;236.199;3.2439999999999998;0.085;0.0;0.145;202.69799999999998;2698114893.41;-97.336;63.225
Ro-Pax_bis_25000_GT_Tier_II;-64;1.8519999999999999;30.753;0.094;0.10800000000000001;0.01;546937358.151;0.10400000000000001;238.1;3.279;0.086;0.0;0.146;204.331;2719839677.41;-98.19;63.733999999999995
Ro-Pax_bis_25000_GT_Tier_II;-62;1.955;30.999000000000002;0.094;0.109;0.01;551305461.311;0.105;240.002;3.3139999999999996;0.086;0.0;0.147;205.96200000000002;2741561617.067;-99.04299999999999;64.243
Ro-Pax_bis_25000_GT_Tier_II;-60;2.0580000000000003;31.244;0.095;0.109;0.01;555672992.497;0.106;241.903;3.3489999999999998;0.087;0.0;0.14800000000000002;207.59400000000002;2763280712.3809996;-99.896;64.752
Ro-Pax_bis_25000_GT_Tier_II;-58;2.161;31.878;0.09699999999999999;0.11199999999999999;0.011000000000000001;566953134.029;0.10800000000000001;246.81400000000002;3.4389999999999996;0.08900000000000001;0.0;0.151;211.808;2819375210.314;-102.101;66.066
Ro-Pax_bis_25000_GT_Tier_II;-56;2.2640000000000002;32.512;0.099;0.114;0.011000000000000001;578229458.43;0.11;251.72299999999998;3.529;0.09;0.0;0.154;216.021;2875450726.21;-104.304;67.38
Ro-Pax_bis_25000_GT_Tier_II;-54;2.366;33.146;0.10099999999999999;0.11599999999999999;0.011000000000000001;589501965.7;0.11199999999999999;256.63;3.62;0.092;0.0;0.157;220.232;2931507260.067;-106.507;68.694
Ro-Pax_bis_25000_GT_Tier_II;-52;2.469;33.78;0.10300000000000001;0.11800000000000001;0.011000000000000001;600770655.837;0.115;261.536;3.71;0.094;0.0;0.16;224.442;2987544811.8859997;-108.71;70.007
Ro-Pax_bis_25000_GT_Tier_II;-50;2.572;34.413000000000004;0.105;0.121;0.012;612035528.844;0.11699999999999999;266.44;3.8;0.095;0.0;0.163;228.65099999999998;3043563381.6670003;-110.912;71.32
Ro-Pax_bis_25000_GT_Tier_II;-48;2.675;35.046;0.107;0.12300000000000001;0.012;623296584.718;0.11900000000000001;271.342;3.891;0.09699999999999999;0.0;0.166;232.858;3099562969.41;-113.11399999999999;72.632
Ro-Pax_bis_25000_GT_Tier_II;-46;2.778;35.679;0.109;0.125;0.012;634553823.461;0.121;276.243;3.9810000000000003;0.099;0.0;0.16899999999999998;237.063;3155543575.1140003;-115.315;73.944
Ro-Pax_bis_25000_GT_Tier_II;-44;2.8810000000000002;36.312;0.111;0.127;0.012;645807245.0730001;0.12300000000000001;281.142;4.072;0.1;0.0;0.172;241.267;3211505198.7809997;-117.516;75.255
Ro-Pax_bis_25000_GT_Tier_II;-42;2.984;36.945;0.113;0.129;0.012;657056849.553;0.125;286.039;4.162;0.102;0.0;0.175;245.47;3267447840.41;-119.71600000000001;76.566
Ro-Pax_bis_25000_GT_Tier_II;-40;3.0869999999999997;37.577;0.115;0.132;0.013000000000000001;668302636.902;0.127;290.935;4.252;0.10400000000000001;0.0;0.17800000000000002;249.671;3323371500.0;-121.916;77.876
Ro-Pax_bis_25000_GT_Tier_II;-38;3.19;38.821;0.11800000000000001;0.136;0.013000000000000001;690420298.718;0.132;300.563;4.43;0.107;0.0;0.184;257.934;3433359404.981;-126.243;80.454
Ro-Pax_bis_25000_GT_Tier_II;-36;3.292;40.063;0.122;0.14;0.013000000000000001;712523180.5689999;0.136;310.186;4.6080000000000005;0.11;0.0;0.19;266.192;3543273811.352;-130.56799999999998;83.029
Ro-Pax_bis_25000_GT_Tier_II;-34;3.395;41.305;0.126;0.145;0.013999999999999999;734611282.455;0.14;319.801;4.7860000000000005;0.113;0.0;0.196;274.444;3653114719.1140003;-134.891;85.603
Ro-Pax_bis_25000_GT_Tier_II;-32;3.498;42.54600000000001;0.13;0.149;0.013999999999999999;756684604.376;0.14400000000000002;329.411;4.963;0.11599999999999999;0.0;0.20199999999999999;282.69;3762882128.267;-139.213;88.175
Ro-Pax_bis_25000_GT_Tier_II;-30;3.6010000000000004;43.787;0.133;0.153;0.015;778743146.332;0.149;339.01300000000003;5.141;0.12;0.0;0.207;290.931;3872576038.81;-143.532;90.74600000000001
Ro-Pax_bis_25000_GT_Tier_II;-28;3.7039999999999997;45.026;0.13699999999999998;0.158;0.015;800786908.3230001;0.153;348.61;5.319;0.12300000000000001;0.0;0.213;299.166;3982196450.743;-147.85;93.315
Ro-Pax_bis_25000_GT_Tier_II;-26;3.807;46.265;0.141;0.162;0.016;822815890.349;0.157;358.2;5.497000000000001;0.126;0.0;0.21899999999999997;307.39599999999996;4091743364.067;-152.165;95.882
Ro-Pax_bis_25000_GT_Tier_II;-24;3.91;47.503;0.145;0.166;0.016;844830092.4089999;0.161;367.783;5.675;0.129;0.0;0.225;315.62;4201216778.7809997;-156.47899999999998;98.447
Ro-Pax_bis_25000_GT_Tier_II;-22;4.013;48.74;0.149;0.171;0.016;866829514.505;0.165;377.36;5.853;0.133;0.0;0.231;323.839;4310616694.886;-160.791;101.01
Ro-Pax_bis_25000_GT_Tier_II;-20;4.1160000000000005;49.976000000000006;0.152;0.175;0.017;888814156.636;0.17;386.931;6.03;0.136;0.0;0.237;332.05199999999996;4419943112.381;-165.101;103.572
Ro-Pax_bis_25000_GT_Tier_II;-18;4.218;52.172;0.159;0.183;0.017;927881462.9039999;0.177;403.93800000000005;6.347;0.142;0.0;0.247;346.648;4614219126.064;-172.763;108.125
Ro-Pax_bis_25000_GT_Tier_II;-16;4.321000000000001;54.36600000000001;0.166;0.19;0.018000000000000002;966902009.31;0.184;420.925;6.662999999999999;0.147;0.0;0.258;361.225;4808262609.781;-180.418;112.67200000000001
Ro-Pax_bis_25000_GT_Tier_II;-14;4.4239999999999995;56.558;0.172;0.198;0.019;1005875795.855;0.192;437.892;6.979;0.153;0.0;0.268;375.786;5002073563.531;-188.06799999999998;117.213
Ro-Pax_bis_25000_GT_Tier_II;-12;4.527;58.747;0.179;0.20600000000000002;0.02;1044802822.5389999;0.19899999999999998;454.838;7.295;0.159;0.0;0.278;390.32800000000003;5195651987.314;-195.71200000000002;121.749
Ro-Pax_bis_25000_GT_Tier_II;-10;4.63;60.933;0.18600000000000003;0.213;0.02;1083683089.362;0.207;471.764;7.612;0.165;0.0;0.289;404.85400000000004;5388997881.131;-203.34900000000002;126.28
Ro-Pax_bis_25000_GT_Tier_II;-8;4.7330000000000005;63.11600000000001;0.192;0.221;0.021;1122516596.324;0.214;488.67;7.928;0.17;0.0;0.299;419.361;5582111244.981;-210.981;130.805
Ro-Pax_bis_25000_GT_Tier_II;-6;4.836;65.297;0.19899999999999998;0.22899999999999998;0.022000000000000002;1161303343.425;0.222;505.555;8.244;0.17600000000000002;0.0;0.309;433.852;5774992078.864;-218.607;135.325
Ro-Pax_bis_25000_GT_Tier_II;-4;4.939;67.475;0.20600000000000002;0.23600000000000002;0.023;1200043330.664;0.22899999999999998;522.42;8.561;0.182;0.0;0.32;448.325;5967640382.781;-226.226;139.839
Ro-Pax_bis_25000_GT_Tier_II;-2;5.042;69.65100000000001;0.212;0.244;0.023;1238736558.043;0.23600000000000002;539.264;8.877;0.188;0.0;0.33;462.78;6160056156.731;-233.84;144.34799999999998
Ro-Pax_bis_25000_GT_Tier_II;0;5.144;71.824;0.21899999999999997;0.252;0.024;1277383025.56;0.244;556.0880000000001;9.193;0.19399999999999998;0.0;0.34;477.218;6352239400.714001;-241.44799999999998;148.852
Ro-Pax_bis_25000_GT_Tier_II;2;5.247000000000001;75.943;0.231;0.266;0.025;1350629217.2319999;0.258;587.975;9.794;0.204;0.0;0.36;504.582;6716482024.41;-255.87599999999998;157.387
Ro-Pax_bis_25000_GT_Tier_II;4;5.35;80.051;0.244;0.28;0.027000000000000003;1423706851.3679998;0.272;619.788;10.394;0.215;0.0;0.379;531.883;7079886436.066999;-270.282;165.90200000000002
Ro-Pax_bis_25000_GT_Tier_II;6;5.452999999999999;84.15100000000001;0.256;0.295;0.027999999999999997;1496615927.966;0.285;651.528;10.995;0.226;0.0;0.39899999999999997;559.121;7442452635.686;-284.666;174.398
Ro-Pax_bis_25000_GT_Tier_II;8;5.556;88.241;0.26899999999999996;0.309;0.03;1569356447.026;0.299;683.194;11.595;0.237;0.0;0.418;586.2959999999999;7804180623.266999;-299.03;182.875
Ro-Pax_bis_25000_GT_Tier_II;10;5.659;92.322;0.281;0.32299999999999995;0.031;1641928408.55;0.313;714.7869999999999;12.196;0.248;0.0;0.43700000000000006;613.409;8165070398.81;-313.371;191.331
Ro-Pax_bis_25000_GT_Tier_II;12;5.7620000000000005;96.39299999999999;0.294;0.33799999999999997;0.032;1714331812.536;0.327;746.307;12.796;0.259;0.0;0.457;640.4580000000001;8525121962.314;-327.691;199.769
Ro-Pax_bis_25000_GT_Tier_II;14;5.865;100.454;0.306;0.35200000000000004;0.034;1786566658.985;0.341;777.753;13.397;0.27;0.0;0.47600000000000003;667.444;8884335313.781;-341.99;208.18599999999998
Ro-Pax_bis_25000_GT_Tier_II;16;5.968;104.506;0.318;0.366;0.035;1858632947.897;0.355;809.1260000000001;13.997;0.281;0.0;0.495;694.367;9242710453.21;-356.267;216.584
