Type;Input (delta) [%];Speed [m/second];CO2 (Well to tank) [kg];SOx (Well to tank) [kg];CH4 (Well to tank) [kg];PM (Well to tank) [kg];Energy (Well to tank) [J];NOx (Well to tank) [kg];GWP [kg];NOx [kg];PM [kg];CH4 [kg];SOx [kg];CO2 [kg];Energy [J];NPV [EUR];Fuel Consumption [kg]
Conatiner_bis_17500_GT_Tier_I;90;9.774;2131.177;6.495;7.4670000000000005;0.7140000000000001;37902748455.0;7.23;16500.356;279.981;4.303999999999999;0.0;10.095;14160.103000000001;188485000000.0;-7187.794;4416.751
Conatiner_bis_17500_GT_Tier_I;92;9.877;2296.781;6.999;8.047;0.77;40847995418.0;7.792000000000001;17782.522;294.285;4.522;0.0;10.88;15260.419;203131000000.0;-7683.968000000001;4759.956
Conatiner_bis_17500_GT_Tier_I;94;9.98;2467.962;7.521;8.647;0.8270000000000001;43892417942.0;8.372;19107.863;308.589;4.7410000000000005;0.0;11.690999999999999;16397.786;218271000000.0;-8192.822;5114.718
Conatiner_bis_17500_GT_Tier_I;96;10.083;2644.718;8.06;9.266;0.887;47036016025.0;8.972000000000001;20476.378;322.893;4.96;0.0;12.527999999999999;17572.203999999998;233903000000.0;-8714.356;5481.036999999999
Conatiner_bis_17500_GT_Tier_I;98;10.186;2827.051;8.615;9.905;0.948;50278789668.0;9.59;21888.068;337.19699999999995;5.178999999999999;0.0;13.392000000000001;18783.673;250029000000.0;-9248.57;5858.911999999999
Conatiner_bis_17500_GT_Tier_I;100;10.289000000000001;3014.961;9.187999999999999;10.564;1.011;53620738871.0;10.228;23342.932;351.501;5.397;0.0;14.282;20032.193;266648000000.0;-9795.464;6248.345
Container_bis_17500_GT_FS;-100;0.0;-129.22;0.147;0.054000000000000006;0.042;4018272108.0;0.078;21.54;0.9570000000000001;0.002;0.0;0.0;149.249;2138163265.0;-119.44200000000001;103.514
Container_bis_17500_GT_FS;-98;0.10300000000000001;-129.32399999999998;0.147;0.054000000000000006;0.042;4021486726.0;0.078;21.557;0.9570000000000001;0.002;0.0;0.0;149.369;2139873796.0;-119.538;103.59700000000001
Container_bis_17500_GT_FS;-96;0.20600000000000002;-129.42700000000002;0.147;0.054000000000000006;0.042;4024701344.0;0.078;21.574;0.958;0.002;0.0;0.0;149.488;2141584327.0;-119.633;103.68
Container_bis_17500_GT_FS;-94;0.309;-129.53;0.147;0.054000000000000006;0.042;4027915961.0;0.078;21.590999999999998;0.9590000000000001;0.002;0.0;0.0;149.607;2143294857.0;-119.729;103.762
Container_bis_17500_GT_FS;-92;0.41200000000000003;-129.634;0.147;0.054000000000000006;0.042;4031130579.0;0.078;21.608;0.96;0.002;0.0;0.0;149.727;2145005388.0;-119.825;103.845
Container_bis_17500_GT_FS;-90;0.514;-129.737;0.147;0.054000000000000006;0.042;4034345197.0;0.078;21.625999999999998;0.96;0.002;0.0;0.0;149.846;2146715918.0;-119.92;103.928
Container_bis_17500_GT_FS;-88;0.617;-129.84;0.14800000000000002;0.054000000000000006;0.042;4037559814.0;0.079;21.643;0.961;0.002;0.0;0.0;149.966;2148426449.0;-120.016;104.01100000000001
Container_bis_17500_GT_FS;-86;0.72;-129.944;0.14800000000000002;0.054000000000000006;0.042;4040774432.0;0.079;21.66;0.9620000000000001;0.002;0.0;0.0;150.085;2150136980.0;-120.111;104.094
Container_bis_17500_GT_FS;-84;0.823;-130.047;0.14800000000000002;0.054000000000000006;0.042;4043989050.0;0.079;21.677;0.963;0.002;0.0;0.0;150.204;2151847510.0;-120.20700000000001;104.176
Container_bis_17500_GT_FS;-82;0.9259999999999999;-130.151;0.14800000000000002;0.054000000000000006;0.042;4047203668.0;0.079;21.695;0.9640000000000001;0.002;0.0;0.0;150.32399999999998;2153558041.0;-120.302;104.259
Container_bis_17500_GT_FS;-80;1.0290000000000001;-130.254;0.14800000000000002;0.054000000000000006;0.042;4050418285.0;0.079;21.712;0.9640000000000001;0.002;0.0;0.0;150.44299999999998;2155268571.0;-120.398;104.34200000000001
Container_bis_17500_GT_FS;-78;1.1320000000000001;-135.681;0.154;0.057;0.044000000000000004;4219185714.0;0.08199999999999999;22.616999999999997;1.004;0.002;0.0;0.0;156.71200000000002;2245071429.0;-125.414;108.69
Container_bis_17500_GT_FS;-76;1.235;-141.108;0.16;0.059000000000000004;0.046;4387953142.0;0.085;23.521;1.045;0.002;0.0;0.0;162.98;2334874286.0;-130.431;113.037
Container_bis_17500_GT_FS;-74;1.338;-146.536;0.16699999999999998;0.061;0.048;4556720571.0;0.08900000000000001;24.426;1.085;0.002;0.0;0.0;169.24900000000002;2424677143.0;-135.44799999999998;117.385
Container_bis_17500_GT_FS;-72;1.44;-151.963;0.17300000000000001;0.063;0.049;4725487999.0;0.092;25.331;1.125;0.002;0.0;0.0;175.517;2514480000.0;-140.464;121.73200000000001
Container_bis_17500_GT_FS;-70;1.5430000000000001;-157.39;0.179;0.066;0.051;4894255428.0;0.095;26.235;1.165;0.002;0.0;0.0;181.78599999999997;2604282857.0;-145.481;126.08
Container_bis_17500_GT_FS;-68;1.646;-162.817;0.185;0.068;0.053;5063022857.0;0.098;27.14;1.205;0.002;0.0;0.0;188.054;2694085714.0;-150.497;130.428
Container_bis_17500_GT_FS;-66;1.749;-168.245;0.191;0.07;0.055;5231790285.0;0.102;28.045;1.246;0.002;0.0;0.0;194.32299999999998;2783888571.0;-155.514;134.775
Container_bis_17500_GT_FS;-64;1.8519999999999999;-173.672;0.19699999999999998;0.073;0.057;5400557714.0;0.105;28.949;1.286;0.002;0.0;0.0;200.59099999999998;2873691429.0;-160.531;139.123
Container_bis_17500_GT_FS;-62;1.955;-179.09900000000002;0.204;0.075;0.057999999999999996;5569325142.0;0.10800000000000001;29.854;1.3259999999999998;0.002;0.0;0.0;206.859;2963494286.0;-165.547;143.47
Container_bis_17500_GT_FS;-60;2.0580000000000003;-184.52599999999998;0.21;0.077;0.06;5738092571.0;0.11199999999999999;30.758000000000003;1.3659999999999999;0.002;0.0;0.0;213.128;3053297143.0;-170.56400000000002;147.81799999999998
Container_bis_17500_GT_FS;-58;2.161;-196.88;0.22399999999999998;0.08199999999999999;0.064;6122239384.0;0.11900000000000001;32.818000000000005;1.4580000000000002;0.003;0.0;0.0;227.396;3257705551.0;-181.982;157.714
Container_bis_17500_GT_FS;-56;2.2640000000000002;-209.233;0.23800000000000002;0.087;0.068;6506386198.0;0.127;34.876999999999995;1.5490000000000002;0.003;0.0;0.0;241.66400000000002;3462113959.0;-193.40099999999998;167.61
Container_bis_17500_GT_FS;-54;2.366;-221.58700000000002;0.252;0.09300000000000001;0.07200000000000001;6890533011.0;0.134;36.936;1.64;0.003;0.0;0.0;255.933;3666522367.0;-204.82;177.50599999999997
Container_bis_17500_GT_FS;-52;2.469;-233.94;0.266;0.098;0.076;7274679825.0;0.142;38.995;1.732;0.003;0.0;0.0;270.20099999999996;3870930776.0;-216.238;187.40200000000002
Container_bis_17500_GT_FS;-50;2.572;-246.294;0.28;0.10300000000000001;0.08;7658826639.0;0.149;41.053999999999995;1.8230000000000002;0.003;0.0;0.0;284.469;4075339184.0;-227.657;197.298
Container_bis_17500_GT_FS;-48;2.675;-258.647;0.294;0.10800000000000001;0.084;8042973452.0;0.156;43.114;1.915;0.003;0.0;0.0;298.737;4279747592.0;-239.076;207.19299999999998
Container_bis_17500_GT_FS;-46;2.778;-271.001;0.308;0.113;0.08800000000000001;8427120266.0;0.16399999999999998;45.173;2.006;0.004;0.0;0.0;313.006;4484156000.0;-250.495;217.08900000000003
Container_bis_17500_GT_FS;-44;2.8810000000000002;-283.35400000000004;0.322;0.11800000000000001;0.092;8811267079.0;0.171;47.232;2.0980000000000003;0.004;0.0;0.0;327.274;4688564408.0;-261.913;226.985
Container_bis_17500_GT_FS;-42;2.984;-295.70799999999997;0.336;0.12300000000000001;0.096;9195413893.0;0.179;49.291000000000004;2.189;0.004;0.0;0.0;341.542;4892972816.0;-273.332;236.88099999999997
Container_bis_17500_GT_FS;-40;3.0869999999999997;-308.061;0.35;0.129;0.1;9579560706.0;0.18600000000000003;51.35;2.281;0.004;0.0;0.0;355.81;5097381224.0;-284.751;246.77700000000002
Container_bis_17500_GT_FS;-38;3.19;-331.42400000000004;0.377;0.138;0.10800000000000001;10306064304.0;0.2;55.245;2.454;0.004;0.0;0.0;382.79400000000004;5483961143.0;-306.346;265.493
Container_bis_17500_GT_FS;-36;3.292;-354.787;0.40299999999999997;0.14800000000000002;0.115;11032567901.0;0.215;59.138999999999996;2.627;0.005;0.0;0.0;409.779;5870541061.0;-327.941;284.20799999999997
Container_bis_17500_GT_FS;-34;3.395;-378.15;0.43;0.158;0.12300000000000001;11759071498.0;0.22899999999999998;63.033;2.799;0.005;0.0;0.0;436.76300000000003;6257120980.0;-349.536;302.923
Container_bis_17500_GT_FS;-32;3.498;-401.51300000000003;0.456;0.168;0.131;12485575095.0;0.243;66.928;2.972;0.005;0.0;0.0;463.74699999999996;6643700898.0;-371.131;321.638
Container_bis_17500_GT_FS;-30;3.6010000000000004;-424.876;0.483;0.177;0.138;13212078692.0;0.257;70.822;3.145;0.006;0.0;0.0;490.73199999999997;7030280816.0;-392.726;340.35400000000004
Container_bis_17500_GT_FS;-28;3.7039999999999997;-448.23900000000003;0.509;0.187;0.146;13938582289.0;0.271;74.71600000000001;3.318;0.006;0.0;0.0;517.716;7416860735.0;-414.32199999999995;359.069
Container_bis_17500_GT_FS;-26;3.807;-471.602;0.536;0.19699999999999998;0.153;14665085887.0;0.285;78.611;3.491;0.006;0.0;0.0;544.7;7803440653.0;-435.917;377.784
Container_bis_17500_GT_FS;-24;3.91;-494.965;0.562;0.207;0.161;15391589484.0;0.299;82.505;3.6639999999999997;0.006999999999999999;0.0;0.0;571.684;8190020571.0;-457.51199999999994;396.5
Container_bis_17500_GT_FS;-22;4.013;-518.328;0.589;0.21600000000000003;0.16899999999999998;16118093081.0;0.314;86.4;3.8369999999999997;0.006999999999999999;0.0;0.0;598.669;8576600490.0;-479.10699999999997;415.215
Container_bis_17500_GT_FS;-20;4.1160000000000005;-541.691;0.616;0.226;0.17600000000000002;16844596678.0;0.32799999999999996;90.294;4.01;0.006999999999999999;0.0;0.0;625.653;8963180408.0;-500.702;433.93
Container_bis_17500_GT_FS;-18;4.218;-579.734;0.659;0.242;0.18899999999999997;18027575987.0;0.35100000000000003;96.635;4.292;0.008;0.0;0.0;669.592;9592655673.0;-535.866;464.405
Container_bis_17500_GT_FS;-16;4.321000000000001;-617.776;0.7020000000000001;0.258;0.201;19210555296.0;0.374;102.976;4.573;0.008;0.0;0.0;713.5310000000001;10222130939.0;-571.03;494.879
Container_bis_17500_GT_FS;-14;4.4239999999999995;-655.819;0.745;0.27399999999999997;0.213;20393534604.0;0.397;109.318;4.855;0.009000000000000001;0.0;0.0;757.47;10851606204.0;-606.194;525.354
Container_bis_17500_GT_FS;-12;4.527;-693.8610000000001;0.7879999999999999;0.29;0.226;21576513913.0;0.42;115.65899999999999;5.1370000000000005;0.009000000000000001;0.0;0.0;801.409;11481081469.0;-641.3580000000001;555.828
Container_bis_17500_GT_FS;-10;4.63;-731.903;0.8320000000000001;0.306;0.23800000000000002;22759493222.0;0.44299999999999995;122.0;5.417999999999999;0.01;0.0;0.0;845.3480000000001;12110556735.0;-676.5219999999999;586.303
Container_bis_17500_GT_FS;-8;4.7330000000000005;-769.946;0.875;0.321;0.251;23942472530.0;0.466;128.341;5.7;0.01;0.0;0.0;889.2869999999999;12740032000.0;-711.685;616.7769999999999
Container_bis_17500_GT_FS;-6;4.836;-807.988;0.9179999999999999;0.337;0.263;25125451839.0;0.489;134.683;5.982;0.011000000000000001;0.0;0.0;933.2260000000001;13369507265.0;-746.8489999999999;647.252
Container_bis_17500_GT_FS;-4;4.939;-846.0310000000001;0.961;0.353;0.275;26308431148.0;0.512;141.024;6.263;0.011000000000000001;0.0;0.0;977.165;13998982531.0;-782.013;677.7260000000001
Container_bis_17500_GT_FS;-2;5.042;-884.073;1.005;0.369;0.28800000000000003;27491410457.0;0.535;147.365;6.545;0.012;0.0;0.0;1021.1039999999999;14628457796.0;-817.177;708.201
Container_bis_17500_GT_FS;0;5.144;-922.1160000000001;1.048;0.385;0.3;28674389765.0;0.5579999999999999;153.70600000000002;6.827000000000001;0.012;0.0;0.0;1065.0430000000001;15257933061.0;-852.341;738.675
Container_bis_17500_GT_FS;2;5.247000000000001;-980.265;1.114;0.409;0.319;30482612214.0;0.593;163.399;7.257000000000001;0.013000000000000001;0.0;0.0;1132.205;16220106531.0;-906.09;785.257
Container_bis_17500_GT_FS;4;5.35;-1038.414;1.18;0.434;0.33799999999999997;32290834663.0;0.628;173.092;7.688;0.013999999999999999;0.0;0.0;1199.367;17182280000.0;-959.8389999999999;831.8380000000001
Container_bis_17500_GT_FS;6;5.452999999999999;-1096.563;1.246;0.45799999999999996;0.35700000000000004;34099057112.0;0.6629999999999999;182.785;8.118;0.015;0.0;0.0;1266.529;18144453469.0;-1013.5880000000001;878.419
Container_bis_17500_GT_FS;8;5.556;-1154.712;1.3119999999999998;0.48200000000000004;0.376;35907279560.0;0.698;192.47799999999998;8.548;0.015;0.0;0.0;1333.691;19106626939.0;-1067.337;925.0
Container_bis_17500_GT_FS;10;5.659;-1212.861;1.3780000000000001;0.506;0.395;37715502009.0;0.7340000000000001;202.17;8.979;0.016;0.0;0.0;1400.8529999999998;20068800408.0;-1121.086;971.582
Container_bis_17500_GT_FS;12;5.7620000000000005;-1271.01;1.444;0.531;0.414;39523724458.0;0.769;211.863;9.408999999999999;0.017;0.0;0.0;1468.016;21030973878.0;-1174.835;1018.163
Container_bis_17500_GT_FS;14;5.865;-1329.1589999999999;1.51;0.555;0.43200000000000005;41331946907.0;0.804;221.55599999999998;9.84;0.018000000000000002;0.0;0.0;1535.1779999999999;21993147347.0;-1228.5839999999998;1064.744
Container_bis_17500_GT_FS;16;5.968;-1387.308;1.5759999999999998;0.579;0.451;43140169355.0;0.8390000000000001;231.24900000000002;10.27;0.019;0.0;0.0;1602.34;22955320816.0;-1282.333;1111.325
Container_bis_17500_GT_FS;18;6.07;-1445.4579999999999;1.643;0.603;0.47;44948391804.0;0.8740000000000001;240.942;10.700999999999999;0.019;0.0;0.0;1669.5020000000002;23917494286.0;-1336.082;1157.907
Container_bis_17500_GT_FS;20;6.172999999999999;-1503.6070000000002;1.709;0.628;0.489;46756614253.0;0.91;250.63400000000001;11.130999999999998;0.02;0.0;0.0;1736.664;24879667755.0;-1389.8310000000001;1204.488
Container_bis_17500_GT_FS;22;6.276;-1592.717;1.81;0.665;0.518;49527614699.0;0.963;265.488;11.790999999999999;0.021;0.0;0.0;1839.586;26354145143.0;-1472.1989999999998;1275.871
Container_bis_17500_GT_FS;24;6.379;-1681.8270000000002;1.911;0.7020000000000001;0.547;52298615145.0;1.0170000000000001;280.342;12.450999999999999;0.022000000000000002;0.0;0.0;1942.509;27828622531.0;-1554.566;1347.254
Container_bis_17500_GT_FS;26;6.482;-1770.9370000000001;2.012;0.7390000000000001;0.5760000000000001;55069615591.0;1.071;295.195;13.11;0.024;0.0;0.0;2045.431;29303099918.0;-1636.934;1418.638
Container_bis_17500_GT_FS;28;6.585;-1860.0479999999998;2.114;0.777;0.605;57840616037.0;1.125;310.04900000000004;13.77;0.025;0.0;0.0;2148.353;30777577306.0;-1719.3010000000002;1490.021
Container_bis_17500_GT_FS;30;6.688;-1949.158;2.215;0.8140000000000001;0.634;60611616483.0;1.179;324.903;14.43;0.026000000000000002;0.0;0.0;2251.276;32252054694.0;-1801.6689999999999;1561.404
Container_bis_17500_GT_FS;32;6.791;-2038.2679999999998;2.316;0.851;0.6629999999999999;63382616928.0;1.2329999999999999;339.756;15.09;0.027000000000000003;0.0;0.0;2354.198;33726532082.0;-1884.036;1632.787
Container_bis_17500_GT_FS;34;6.894;-2127.379;2.417;0.888;0.6920000000000001;66153617374.0;1.287;354.61;15.749;0.027999999999999997;0.0;0.0;2457.12;35201009469.0;-1966.404;1704.17
Container_bis_17500_GT_FS;36;6.996;-2216.489;2.519;0.925;0.721;68924617820.0;1.341;369.464;16.409000000000002;0.03;0.0;0.0;2560.042;36675486857.0;-2048.771;1775.5539999999999
Container_bis_17500_GT_FS;38;7.099;-2305.599;2.62;0.963;0.75;71695618266.0;1.395;384.31800000000004;17.069000000000003;0.031;0.0;0.0;2662.965;38149964245.0;-2131.138;1846.9370000000001
Container_bis_17500_GT_FS;40;7.202000000000001;-2394.709;2.721;1.0;0.779;74466618712.0;1.449;399.171;17.727999999999998;0.032;0.0;0.0;2765.887;39624441633.0;-2213.506;1918.32
Container_bis_17500_GT_FS;42;7.305;-2537.679;2.884;1.0590000000000002;0.826;78912434973.0;1.535;423.00300000000004;18.787;0.034;0.0;0.0;2931.0159999999996;41990105469.0;-2345.657;2032.848
Container_bis_17500_GT_FS;44;7.4079999999999995;-2680.6479999999997;3.0460000000000003;1.119;0.872;83358251234.0;1.621;446.834;19.845;0.036000000000000004;0.0;0.0;3096.1459999999997;44355769306.0;-2477.808;2147.376
Container_bis_17500_GT_FS;46;7.511;-2823.617;3.2089999999999996;1.179;0.919;87804067494.0;1.7080000000000002;470.665;20.904;0.038;0.0;0.0;3261.275;46721433143.0;-2609.959;2261.903
Container_bis_17500_GT_FS;48;7.614;-2966.587;3.3710000000000004;1.239;0.965;92249883755.0;1.794;494.49699999999996;21.962;0.04;0.0;0.0;3426.4040000000005;49087096980.0;-2742.11;2376.431
Container_bis_17500_GT_FS;50;7.7170000000000005;-3109.5559999999996;3.534;1.298;1.012;96695700016.0;1.881;518.328;23.02;0.042;0.0;0.0;3591.534;51452760816.0;-2874.261;2490.959
Container_bis_17500_GT_FS;52;7.82;-3252.525;3.696;1.358;1.058;101142000000.0;1.9669999999999999;542.159;24.079;0.043;0.0;0.0;3756.663;53818424653.0;-3006.4120000000003;2605.487
Container_bis_17500_GT_FS;54;7.922000000000001;-3395.494;3.858;1.4180000000000001;1.105;105587000000.0;2.0540000000000003;565.991;25.136999999999997;0.045;0.0;0.0;3921.7929999999997;56184088490.0;-3138.563;2720.015
Container_bis_17500_GT_FS;56;8.025;-3538.4640000000004;4.021;1.4769999999999999;1.151;110033000000.0;2.14;589.822;26.195999999999998;0.047;0.0;0.0;4086.922;58549752327.0;-3270.7140000000004;2834.542
Container_bis_17500_GT_FS;58;8.128;-3681.433;4.183;1.537;1.198;114479000000.0;2.227;613.654;27.254;0.049;0.0;0.0;4252.0509999999995;60915416163.0;-3402.865;2949.07
Container_bis_17500_GT_FS;60;8.231;-3824.402;4.346;1.597;1.244;118925000000.0;2.313;637.485;28.313000000000002;0.051;0.0;0.0;4417.181;63281080000.0;-3535.0159999999996;3063.598
Container_bis_17500_GT_FS;62;8.334;-4066.923;4.621;1.6980000000000002;1.3230000000000002;126466000000.0;2.46;677.91;30.108;0.054000000000000006;0.0;0.0;4697.292;67293984816.0;-3759.1859999999997;3257.873
Container_bis_17500_GT_FS;64;8.437000000000001;-4309.443;4.897;1.7990000000000002;1.402;134008000000.0;2.6069999999999998;718.336;31.903000000000002;0.057999999999999996;0.0;0.0;4977.403;71306889633.0;-3983.355;3452.1479999999997
Container_bis_17500_GT_FS;66;8.54;-4551.964;5.172999999999999;1.9;1.4809999999999999;141549000000.0;2.753;758.7610000000001;33.699;0.061;0.0;0.0;5257.514;75319794449.0;-4207.525;3646.423
Container_bis_17500_GT_FS;68;8.642999999999999;-4794.484;5.4479999999999995;2.002;1.56;149091000000.0;2.9;799.187;35.494;0.064;0.0;0.0;5537.625;79332699265.0;-4431.694;3840.698
Container_bis_17500_GT_FS;70;8.746;-5037.005;5.724;2.103;1.639;156632000000.0;3.0469999999999997;839.612;37.29;0.067;0.0;0.0;5817.736;83345604082.0;-4655.863;4034.973
Container_bis_17500_GT_FS;72;8.847999999999999;-5279.525;5.999;2.204;1.7180000000000002;164174000000.0;3.194;880.038;39.085;0.071;0.0;0.0;6097.847;87358508898.0;-4880.032999999999;4229.248
Container_bis_17500_GT_FS;74;8.951;-5522.045999999999;6.275;2.305;1.797;171715000000.0;3.34;920.4630000000001;40.88;0.07400000000000001;0.0;0.0;6377.956999999999;91371413714.0;-5104.202;4423.523
Container_bis_17500_GT_FS;76;9.054;-5764.566;6.551;2.407;1.875;179257000000.0;3.487;960.8889999999999;42.676;0.077;0.0;0.0;6658.068;95384318531.0;-5328.371999999999;4617.798
Container_bis_17500_GT_FS;78;9.157;-6007.0869999999995;6.8260000000000005;2.508;1.954;186798000000.0;3.634;1001.314;44.471000000000004;0.08;0.0;0.0;6938.179;99397223347.0;-5552.541;4812.072
Container_bis_17500_GT_FS;80;9.26;-6249.608;7.102;2.609;2.033;194340000000.0;3.78;1041.74;46.266999999999996;0.084;0.0;0.0;7218.29;103410000000.0;-5776.710999999999;5006.347
Container_bis_17500_GT_FS;82;9.363;-6675.569;7.586;2.787;2.1719999999999997;207586000000.0;4.038;1112.743;49.42;0.08900000000000001;0.0;0.0;7710.276;110458000000.0;-6170.44;5347.571
Container_bis_17500_GT_FS;84;9.466000000000001;-7101.531;8.07;2.965;2.31;220831000000.0;4.296;1183.746;52.573;0.095;0.0;0.0;8202.261;117507000000.0;-6564.17;5688.794
Container_bis_17500_GT_FS;86;9.568999999999999;-7527.491999999999;8.554;3.1430000000000002;2.449;234077000000.0;4.553;1254.749;55.727;0.10099999999999999;0.0;0.0;8694.246;124555000000.0;-6957.9;6030.017
Container_bis_17500_GT_FS;88;9.672;-7953.454000000001;9.038;3.321;2.588;247323000000.0;4.811;1325.7520000000002;58.88;0.106;0.0;0.0;9186.231;131603000000.0;-7351.63;6371.241
Container_bis_17500_GT_FS;90;9.774;-8379.415;9.522;3.498;2.7260000000000004;260569000000.0;5.069;1396.755;62.034;0.11199999999999999;0.0;0.0;9678.216;138651000000.0;-7745.36;6712.464
Container_bis_17500_GT_FS;92;9.877;-8805.377;10.006;3.676;2.865;273815000000.0;5.3260000000000005;1467.7579999999998;65.187;0.11800000000000001;0.0;0.0;10170.202;145700000000.0;-8139.089;7053.687
Container_bis_17500_GT_FS;94;9.98;-9231.339;10.49;3.8539999999999996;3.003;287061000000.0;5.584;1538.761;68.34100000000001;0.12300000000000001;0.0;0.0;10662.187;152748000000.0;-8532.819;7394.91
Container_bis_17500_GT_FS;96;10.083;-9657.3;10.974;4.032;3.142;300306000000.0;5.8420000000000005;1609.764;71.494;0.129;0.0;0.0;11154.171999999999;159796000000.0;-8926.549;7736.134
Container_bis_17500_GT_FS;98;10.186;-10083.261999999999;11.458;4.21;3.281;313552000000.0;6.099;1680.767;74.648;0.135;0.0;0.0;11646.157;166844000000.0;-9320.279;8077.357
Container_bis_17500_GT_FS;100;10.289000000000001;-10509.223;11.942;4.388;3.4189999999999996;326798000000.0;6.357;1751.77;77.801;0.141;0.0;0.0;12138.142;173893000000.0;-9714.009;8418.58
Container_55000-_145000_GT_FS;-100;0.0;-258.44;0.294;0.10800000000000001;0.084;8036544217.0;0.156;43.07899999999999;1.913;0.003;0.0;0.0;298.498;4276326531.0;-238.885;207.028
Container_55000-_145000_GT_FS;-98;0.12300000000000001;-260.425;0.29600000000000004;0.109;0.085;8098264876.0;0.158;43.41;1.9280000000000002;0.003;0.0;0.0;300.791;4309168718.0;-240.71900000000002;208.618
Container_55000-_145000_GT_FS;-96;0.247;-262.41;0.298;0.11;0.085;8159985536.0;0.159;43.74100000000001;1.943;0.004;0.0;0.0;303.08299999999997;4342010906.0;-242.554;210.208
Container_55000-_145000_GT_FS;-94;0.37;-264.395;0.3;0.11;0.086;8221706195.0;0.16;44.071999999999996;1.9569999999999999;0.004;0.0;0.0;305.376;4374853094.0;-244.389;211.798
Container_55000-_145000_GT_FS;-92;0.494;-266.38;0.303;0.111;0.087;8283426855.0;0.161;44.403;1.972;0.004;0.0;0.0;307.668;4407695282.0;-246.22299999999998;213.388
Container_55000-_145000_GT_FS;-90;0.617;-268.365;0.305;0.11199999999999999;0.087;8345147515.0;0.162;44.733000000000004;1.9869999999999999;0.004;0.0;0.0;309.961;4440537469.0;-248.058;214.97799999999998
Container_55000-_145000_GT_FS;-88;0.741;-270.349;0.307;0.113;0.08800000000000001;8406868174.0;0.16399999999999998;45.06399999999999;2.001;0.004;0.0;0.0;312.253;4473379657.0;-249.893;216.56799999999998
Container_55000-_145000_GT_FS;-86;0.8640000000000001;-272.334;0.309;0.114;0.08900000000000001;8468588834.0;0.165;45.395;2.016;0.004;0.0;0.0;314.546;4506221845.0;-251.727;218.158
Container_55000-_145000_GT_FS;-84;0.988;-274.319;0.312;0.115;0.08900000000000001;8530309493.0;0.166;45.726000000000006;2.031;0.004;0.0;0.0;316.83799999999997;4539064033.0;-253.562;219.748
Container_55000-_145000_GT_FS;-82;1.111;-283.127;0.322;0.11800000000000001;0.092;8804194920.0;0.171;47.193999999999996;2.096;0.004;0.0;0.0;327.01099999999997;4684801241.0;-261.703;226.803
Container_55000-_145000_GT_FS;-80;1.235;-295.346;0.336;0.12300000000000001;0.096;9184162731.0;0.179;49.231;2.186;0.004;0.0;0.0;341.124;4886985959.0;-272.997;236.59099999999998
Container_55000-_145000_GT_FS;-78;1.358;-307.565;0.35;0.128;0.1;9564130541.0;0.18600000000000003;51.268;2.2769999999999997;0.004;0.0;0.0;355.23699999999997;5089170678.0;-284.29200000000003;246.38
Container_55000-_145000_GT_FS;-76;1.482;-319.784;0.363;0.134;0.10400000000000001;9944098352.0;0.193;53.303999999999995;2.367;0.004;0.0;0.0;369.35;5291355396.0;-295.586;256.168
Container_55000-_145000_GT_FS;-74;1.605;-332.00300000000004;0.377;0.139;0.10800000000000001;10324066163.0;0.201;55.341;2.458;0.004;0.0;0.0;383.463;5493540114.0;-306.881;265.95599999999996
Container_55000-_145000_GT_FS;-72;1.729;-344.222;0.391;0.14400000000000002;0.11199999999999999;10704033973.0;0.20800000000000002;57.378;2.548;0.005;0.0;0.0;397.57599999999996;5695724833.0;-318.175;275.745
Container_55000-_145000_GT_FS;-70;1.8519999999999999;-356.441;0.405;0.149;0.11599999999999999;11084001784.0;0.21600000000000003;59.415;2.639;0.005;0.0;0.0;411.689;5897909551.0;-329.47;285.533
Container_55000-_145000_GT_FS;-68;1.975;-368.66;0.419;0.154;0.12;11463969594.0;0.223;61.452;2.7289999999999996;0.005;0.0;0.0;425.80199999999996;6100094269.0;-340.764;295.32099999999997
Container_55000-_145000_GT_FS;-66;2.099;-387.082;0.44;0.162;0.126;12036814466.0;0.23399999999999999;64.52199999999999;2.866;0.005;0.0;0.0;447.079;6404910824.0;-357.792;310.078
Container_55000-_145000_GT_FS;-64;2.222;-417.909;0.475;0.174;0.136;12995413460.0;0.253;69.661;3.094;0.006;0.0;0.0;482.684;6914991053.0;-386.286;334.772
Container_55000-_145000_GT_FS;-62;2.346;-448.735;0.51;0.187;0.146;13954012454.0;0.271;74.79899999999999;3.322;0.006;0.0;0.0;518.289;7425071282.0;-414.78;359.467
Container_55000-_145000_GT_FS;-60;2.469;-479.56199999999995;0.545;0.2;0.156;14912611449.0;0.29;79.938;3.55;0.006;0.0;0.0;553.894;7935151510.0;-443.275;384.161
Container_55000-_145000_GT_FS;-58;2.593;-510.389;0.58;0.213;0.166;15871210443.0;0.309;85.07600000000001;3.778;0.006999999999999999;0.0;0.0;589.499;8445231739.0;-471.769;408.855
Container_55000-_145000_GT_FS;-56;2.716;-541.216;0.615;0.226;0.17600000000000002;16829809437.0;0.327;90.215;4.007;0.006999999999999999;0.0;0.0;625.104;8955311967.0;-500.26300000000003;433.54900000000004
Container_55000-_145000_GT_FS;-54;2.84;-572.0419999999999;0.65;0.239;0.18600000000000003;17788408431.0;0.34600000000000003;95.353;4.235;0.008;0.0;0.0;660.7080000000001;9465392196.0;-528.757;458.244
